Date,Gold,WTI,Heat_Oil,Natural_Gas,Silver,US_Coffee,US_Corn,Wheat,Copper,Platinum,Cocoa
11/1/2002,316.80,26.89,1.74,4200.00,4414.00,66.60,240.25,373.00,0.74,1029.50,2062.00
12/1/2002,347.60,31.20,1.77,4789.00,4801.00,60.20,235.75,325.00,0.70,993.00,2249.00
1/1/2003,368.30,33.51,1.86,5605.00,4853.00,65.30,238.25,320.50,0.79,903.80,2113.00
2/1/2003,350.20,36.60,1.74,8101.00,4655.00,56.85,231.75,312.50,0.78,911.50,2380.00
3/1/2003,335.90,31.04,1.70,5060.00,4461.00,58.65,236.50,286.75,0.71,978.60,2624.00
4/1/2003,339.10,25.80,1.73,5385.00,4638.00,68.25,232.75,279.50,0.73,1028.60,2731.00
5/1/2003,364.50,29.56,1.66,6251.00,4526.00,58.35,244.25,324.25,0.78,1053.50,2870.00
6/1/2003,346.00,30.19,1.59,5411.00,4520.00,58.90,228.50,301.75,0.75,1150.60,2821.00
7/1/2003,354.00,30.54,1.71,4718.00,5116.00,63.45,206.00,348.50,0.82,1021.50,2893.00
8/1/2003,375.70,31.57,1.69,4731.00,5109.00,61.45,233.25,367.50,0.80,980.40,2972.00
9/1/2003,385.40,29.20,1.63,4830.00,5137.00,62.90,220.25,360.25,0.81,1078.40,3146.00
10/1/2003,384.50,29.11,1.53,4893.00,5059.00,58.65,247.25,369.50,0.94,977.50,2889.00
11/1/2003,396.80,30.41,1.49,4925.00,5355.00,57.75,245.00,394.25,0.91,934.70,2868.00
12/1/2003,415.70,32.52,1.56,6180.00,5953.00,64.95,246.00,377.00,10430.00,875.20,2753.00
1/1/2004,402.20,33.05,1.70,5397.00,6246.00,75.50,276.25,389.00,11430.00,894.00,3132.00
2/1/2004,396.40,36.16,1.75,5416.00,6696.00,75.05,296.25,380.75,13430.00,835.20,3239.00
3/1/2004,427.30,35.76,1.72,5933.00,7936.00,73.75,320.00,408.00,13590.00,988.80,3148.00
4/1/2004,387.00,37.38,1.71,5862.00,5867.00,67.15,316.50,381.50,12100.00,909.70,3040.00
5/1/2004,394.00,39.88,1.87,6442.00,6105.00,85.55,304.00,362.00,12780.00,1010.10,3055.00
6/1/2004,392.60,37.05,1.80,6155.00,5776.00,73.10,257.50,338.00,12050.00,985.00,3172.00
7/1/2004,391.00,43.80,2.05,6112.00,6550.00,66.45,217.25,312.25,13080.00,1078.90,3187.00
8/1/2004,410.40,42.12,2.09,5074.00,6771.00,69.30,227.75,309.75,12810.00,1112.20,3066.00
9/1/2004,418.70,49.64,2.12,6795.00,6916.00,82.35,205.50,306.75,14000.00,1145.80,2914.00
10/1/2004,428.50,51.76,1.96,8725.00,7292.00,74.40,202.50,316.50,13470.00,1142.60,2688.00
11/1/2004,451.30,49.13,2.13,7620.00,7723.00,94.45,192.50,289.75,14430.00,1185.60,2950.00
12/1/2004,437.50,43.45,1.98,6149.00,6807.00,103.75,204.75,307.50,14870.00,1238.20,2683.00
1/1/2005,421.80,48.20,2.06,6321.00,6737.00,105.35,197.00,291.00,14630.00,1208.90,2855.00
2/1/2005,436.50,51.75,2.28,6730.00,7359.00,119.15,214.50,337.25,15000.00,1211.30,2822.00
3/1/2005,428.70,55.40,2.55,7653.00,7170.00,126.40,213.00,331.00,15100.00,1235.20,2879.00
4/1/2005,435.00,49.72,2.66,6585.00,6903.00,125.15,204.75,318.00,14930.00,1300.50,3180.00
5/1/2005,416.30,51.97,2.74,6379.00,7444.00,118.35,222.00,331.75,15050.00,1426.60,3140.00
6/1/2005,435.90,56.50,2.77,6981.00,7028.00,104.65,212.25,321.50,15540.00,1466.40,3102.00
7/1/2005,429.90,60.57,2.79,7885.00,7238.00,103.15,236.50,327.75,16880.00,1483.30,3116.00
8/1/2005,433.80,68.94,2.71,11472.00,6781.00,97.75,201.50,301.50,17100.00,1453.30,3046.00
9/1/2005,469.00,66.24,2.69,13921.00,7458.00,93.45,205.50,346.25,18020.00,1431.10,2991.00
10/1/2005,465.10,59.76,2.68,12205.00,7550.00,96.65,196.25,317.00,18960.00,1424.10,2948.00
11/1/2005,494.60,57.32,2.67,12587.00,8280.00,93.00,187.50,304.00,20750.00,1451.40,2928.00
12/1/2005,517.10,61.04,2.61,11225.00,8820.00,107.10,215.75,339.25,21620.00,1380.60,2868.00
1/1/2006,570.80,67.92,2.66,9316.00,9850.00,118.20,218.75,343.25,22360.00,1378.90,2686.00
2/1/2006,561.60,61.41,3.03,6714.00,9720.00,111.80,228.00,370.25,21860.00,1369.90,2745.00
3/1/2006,581.80,66.63,2.95,7210.00,11480.00,107.00,236.00,347.75,24880.00,1455.80,2655.00
4/1/2006,651.80,71.88,2.97,6555.00,13510.00,107.20,238.25,346.25,33360.00,1422.10,2636.00
5/1/2006,642.50,71.29,3.14,6384.00,12398.00,98.95,251.25,393.50,37160.00,1532.90,2477.00
6/1/2006,613.50,73.93,3.06,6104.00,10833.00,99.50,235.50,371.50,34620.00,1433.10,2350.00
7/1/2006,634.20,74.40,2.86,8211.00,11325.00,99.35,239.00,397.50,36100.00,1338.40,2232.00
8/1/2006,625.90,70.26,2.78,6048.00,12900.00,104.00,232.00,404.00,34690.00,1463.20,2243.00
9/1/2006,598.60,62.91,2.84,5620.00,11450.00,107.65,262.50,443.00,34590.00,1512.30,2423.00
10/1/2006,604.10,58.73,3.05,7534.00,12212.00,108.25,320.75,483.00,33360.00,1571.20,2170.00
11/1/2006,646.90,63.13,2.96,8844.00,13925.00,119.70,377.00,502.00,31710.00,1583.50,2135.00
12/1/2006,635.20,61.05,3.12,6299.00,12818.00,126.20,390.25,501.00,28540.00,1675.40,2205.00
1/1/2007,652.00,58.14,3.03,7667.00,13514.00,117.65,404.00,467.50,25830.00,1538.70,2236.00
2/1/2007,669.40,61.79,3.07,7300.00,14100.00,117.70,425.25,474.50,27330.00,1604.60,2498.00
3/1/2007,663.00,65.87,3.04,7730.00,13390.00,109.25,374.50,438.00,31430.00,1577.00,2388.00
4/1/2007,680.50,65.71,3.05,7863.00,13445.00,103.15,358.00,485.50,35420.00,1665.30,2516.00
5/1/2007,661.00,64.01,3.13,7935.00,13409.00,111.90,390.25,517.00,33930.00,1537.30,2610.00
6/1/2007,648.10,70.68,2.84,6773.00,12353.00,111.00,329.50,582.00,34540.00,1416.90,2376.00
7/1/2007,666.90,78.21,2.71,6191.00,12950.00,114.30,325.75,630.00,36540.00,1449.10,2291.00
8/1/2007,673.00,74.04,2.76,5468.00,12063.00,112.65,324.00,767.00,34110.00,1417.60,2088.00
9/1/2007,742.80,81.66,3.19,6870.00,13794.00,128.65,373.00,939.00,36310.00,1571.90,2237.00
10/1/2007,792.00,94.53,3.19,8330.00,14377.00,121.35,375.50,808.00,34680.00,1638.30,2281.00
11/1/2007,782.20,88.71,3.21,7302.00,13963.00,125.95,384.50,867.00,31570.00,1692.60,2370.00
12/1/2007,834.90,95.98,3.01,7483.00,14797.00,136.20,455.50,885.00,30300.00,1588.10,2369.00
1/1/2008,922.70,91.75,2.85,8074.00,16948.00,138.15,501.25,929.50,32890.00,1399.70,2181.00
2/1/2008,972.10,101.84,2.96,9366.00,19808.00,164.60,546.00,1073.00,38520.00,1560.80,2354.00
3/1/2008,916.20,101.58,2.92,10101.00,17275.00,127.40,567.25,929.00,38640.00,1607.60,2760.00
4/1/2008,862.80,113.46,2.69,10843.00,16502.00,134.55,600.25,787.25,39340.00,1523.60,2693.00
5/1/2008,887.30,127.35,3.06,11703.00,16827.00,133.90,599.25,761.50,36280.00,1860.00,3159.00
6/1/2008,926.20,140.00,3.10,13353.00,17420.00,150.90,724.75,843.50,38960.00,1788.40,3072.00
7/1/2008,913.90,124.08,2.96,9119.00,17750.00,139.35,587.50,783.75,37160.00,1729.30,3214.00
8/1/2008,829.30,115.46,3.05,7943.00,13607.00,141.90,568.25,779.25,34290.00,1840.50,3115.00
9/1/2008,874.20,100.64,3.28,7438.00,12231.00,130.45,487.50,680.00,28880.00,1870.80,3384.00
10/1/2008,716.80,67.81,3.11,6783.00,9730.00,113.00,401.50,536.25,18440.00,1780.30,3034.00
11/1/2008,816.20,54.43,2.94,6510.00,10185.00,114.10,349.50,542.50,16230.00,1809.20,3521.00
12/1/2008,883.60,44.60,2.74,5622.00,11270.00,112.05,407.00,610.75,13950.00,1797.50,3381.00
1/1/2009,927.30,41.68,2.55,4417.00,12560.00,118.90,379.00,568.00,14620.00,1778.20,3170.00
2/1/2009,941.50,44.76,2.34,4198.00,13085.00,109.45,350.75,510.50,15260.00,1650.40,2979.00
3/1/2009,922.60,49.66,2.24,3776.00,12975.00,115.75,404.75,532.75,18390.00,1708.10,3007.00
4/1/2009,890.70,51.12,2.27,3373.00,12305.00,115.00,396.25,524.25,20530.00,1658.60,2858.00
5/1/2009,978.80,66.31,1.99,3835.00,15600.00,137.40,436.25,637.25,21970.00,1523.50,2789.00
6/1/2009,927.10,69.89,2.09,3835.00,13574.00,117.30,347.75,511.25,22580.00,1576.80,3151.00
7/1/2009,953.70,69.45,2.01,3653.00,13933.00,127.85,339.50,528.25,26160.00,1530.90,2993.00
8/1/2009,951.70,69.96,2.00,2977.00,14898.00,120.90,326.25,471.00,28080.00,1549.40,3056.00
9/1/2009,1008.00,70.61,2.32,4841.00,16636.00,127.80,344.00,457.50,28090.00,1745.10,3288.00
10/1/2009,1039.70,77.00,2.18,5045.00,16246.00,135.50,366.00,494.25,29470.00,1639.80,3075.00
11/1/2009,1181.10,77.28,2.04,4848.00,18495.00,141.75,402.75,586.50,31480.00,1539.90,3026.00
12/1/2009,1095.20,79.36,1.91,5572.00,16822.00,135.95,414.50,541.13,33280.00,1506.00,3292.00
1/1/2010,1083.00,72.89,2.12,5131.00,16183.00,131.70,356.50,473.13,30460.00,1471.00,3280.00
2/1/2010,1118.30,79.66,2.05,4813.00,16500.00,129.05,378.00,519.13,32680.00,1460.20,3264.00
3/1/2010,1113.30,83.76,2.01,3869.00,17512.00,136.15,345.00,450.38,35460.00,1326.30,3331.00
4/1/2010,1180.10,86.15,1.83,3920.00,18611.00,135.20,366.25,505.13,33370.00,1302.90,3225.00
5/1/2010,1212.20,73.97,1.81,4341.00,18411.00,134.25,359.00,458.38,30970.00,1244.00,2855.00
6/1/2010,1245.50,75.63,1.83,4616.00,18671.00,164.20,354.25,479.25,29360.00,1214.20,2892.00
7/1/2010,1181.70,78.95,1.79,4923.00,17987.00,176.30,392.75,661.38,33070.00,1185.30,2510.00
8/1/2010,1248.30,71.92,1.71,3816.00,19398.00,176.80,424.50,689.38,33610.00,1196.00,2612.00
9/1/2010,1307.80,79.97,1.34,3872.00,21798.00,183.05,495.75,676.13,36460.00,1106.60,2375.00
10/1/2010,1357.10,81.43,1.37,4038.00,24560.00,203.45,582.00,727.38,37320.00,1128.80,2605.00
11/1/2010,1385.00,84.11,1.28,4180.00,28185.00,200.95,530.00,689.63,38230.00,1085.30,2403.00
12/1/2010,1421.10,91.38,1.43,4405.00,30910.00,240.50,629.00,792.63,44390.00,991.30,2771.00
1/1/2011,1333.80,92.19,1.44,4420.00,28174.00,244.80,659.50,838.63,44510.00,941.50,2665.00
2/1/2011,1409.30,96.97,1.73,4037.00,33804.00,271.70,722.50,816.38,44780.00,888.30,2294.00
3/1/2011,1438.90,106.72,2.11,4389.00,37872.00,264.15,693.25,759.13,43000.00,837.60,2053.00
4/1/2011,1556.00,113.93,2.89,4698.00,48584.00,299.35,754.00,804.13,41650.00,1015.10,2558.00
5/1/2011,1535.90,102.70,3.19,4666.00,38303.00,264.60,747.50,787.13,41730.00,1489.80,2884.00
6/1/2011,1502.30,95.42,3.49,4374.00,34812.00,265.35,629.00,600.38,42720.00,1761.90,2858.00
7/1/2011,1628.30,95.70,3.91,4145.00,40092.00,239.55,665.50,674.88,44740.00,2072.00,3181.00
8/1/2011,1828.50,88.81,3.67,4054.00,41699.00,289.10,757.50,788.13,41870.00,2013.80,2723.00
9/1/2011,1620.40,79.20,3.16,3666.00,30041.00,228.90,592.50,606.00,31450.00,1935.20,2776.00
10/1/2011,1724.20,93.19,2.91,3934.00,34337.00,226.95,647.00,629.25,36290.00,2043.40,2321.00
11/1/2011,1745.50,100.36,2.81,3550.00,32731.00,233.80,601.25,614.88,35630.00,2180.70,2777.00
12/1/2011,1565.80,98.83,2.53,2989.00,27875.00,226.85,646.50,653.13,34320.00,1737.40,2326.00
1/1/2012,1737.80,98.48,2.65,2503.00,33233.00,215.05,639.00,666.63,37880.00,1525.40,2035.00
2/1/2012,1709.90,107.07,2.52,2616.00,34583.00,203.15,656.50,667.88,38700.00,1444.10,1983.00
3/1/2012,1669.30,103.02,2.53,2126.00,32469.00,182.45,644.00,658.88,38240.00,1447.60,1958.00
4/1/2012,1663.40,104.87,2.23,2285.00,30959.00,177.95,660.25,652.63,38330.00,1398.20,2036.00
5/1/2012,1562.60,86.53,2.06,2422.00,27741.00,160.65,555.25,645.63,33620.00,1271.60,1824.00
6/1/2012,1603.50,84.96,2.12,2824.00,27580.00,170.10,672.50,758.88,34900.00,1302.60,1942.00
7/1/2012,1610.50,88.06,2.04,3209.00,27895.00,174.40,806.50,892.63,34200.00,1286.50,2062.00
8/1/2012,1684.60,96.47,1.88,2799.00,31370.00,164.55,802.75,888.63,34540.00,1285.80,1883.00
9/1/2012,1771.10,92.19,1.89,3320.00,34517.00,173.50,756.25,895.63,37730.00,1298.40,1798.00
10/1/2012,1717.50,86.24,1.88,3692.00,32288.00,154.65,755.75,866.88,35270.00,1254.80,1953.00
11/1/2012,1710.90,88.91,1.78,3561.00,33204.00,142.10,748.00,863.50,36300.00,1256.40,1732.00
12/1/2012,1674.80,91.82,1.68,3351.00,30173.00,143.80,698.25,778.50,36410.00,1182.30,1617.00
1/1/2013,1660.60,97.49,1.65,3339.00,31335.00,146.95,740.50,781.63,37240.00,1144.30,1635.00
2/1/2013,1577.70,92.05,1.85,3486.00,28395.00,142.65,719.50,716.38,35270.00,1176.70,1557.00
3/1/2013,1594.80,97.23,1.67,4024.00,28292.00,137.15,695.25,684.50,33950.00,1086.50,1484.00
4/1/2013,1472.20,93.46,1.75,4343.00,24144.00,134.95,683.25,730.25,31880.00,1150.20,1472.00
5/1/2013,1392.60,91.97,2.01,3984.00,22228.00,127.05,662.00,706.63,32890.00,1251.20,1485.00
6/1/2013,1223.80,96.56,2.04,3565.00,19451.00,120.00,679.25,656.88,30500.00,1241.60,1486.00
7/1/2013,1312.40,105.03,2.03,3446.00,19617.00,118.60,499.00,663.63,31190.00,1241.70,1639.00
8/1/2013,1396.10,107.65,2.00,3581.00,23463.00,112.10,495.00,654.88,32250.00,1246.80,1473.00
9/1/2013,1326.50,102.33,2.01,3560.00,21656.00,113.70,441.50,679.13,33210.00,1163.30,1521.00
10/1/2013,1323.60,96.38,1.86,3581.00,21832.00,105.40,428.25,667.38,32950.00,1070.40,1489.00
11/1/2013,1250.60,92.72,1.72,3954.00,19981.00,110.25,415.25,668.25,32310.00,1054.70,1461.00
12/1/2013,1201.90,98.42,1.85,4230.00,19339.00,110.70,422.00,605.13,34420.00,1085.30,1484.00
1/1/2014,1240.10,97.49,1.77,4943.00,19105.00,125.20,434.00,555.00,32200.00,979.00,1504.00
2/1/2014,1321.40,102.59,1.69,4609.00,21204.00,179.80,457.50,600.38,32390.00,980.40,1415.00
3/1/2014,1283.40,101.58,1.82,4371.00,19734.00,177.90,502.00,697.13,30460.00,943.20,1351.00
4/1/2014,1295.60,99.74,2.13,4815.00,19119.00,203.05,514.00,721.50,30300.00,935.30,1413.00
5/1/2014,1245.60,102.71,2.08,4542.00,18653.00,177.50,465.75,628.13,31360.00,894.50,1404.00
6/1/2014,1321.80,105.37,1.68,4461.00,21007.00,173.00,424.25,576.75,31880.00,897.90,1479.00
7/1/2014,1281.30,98.17,1.64,3841.00,20373.00,195.05,357.00,530.38,32230.00,883.00,1452.00
8/1/2014,1285.80,95.96,1.45,4065.00,19398.00,195.75,359.00,563.38,31350.00,861.30,1422.00
9/1/2014,1210.50,91.16,1.43,4121.00,17006.00,193.35,320.75,478.63,30060.00,868.60,1492.00
10/1/2014,1171.10,80.54,1.62,3873.00,16077.00,188.00,376.75,531.25,30610.00,867.60,1613.00
11/1/2014,1175.20,66.15,1.45,4088.00,15489.00,186.65,375.75,578.38,28600.00,866.10,1730.00
12/1/2014,1335.40,53.27,1.35,2889.00,15565.00,166.60,397.00,589.88,28380.00,873.80,1525.00
1/1/2015,1384.60,48.24,1.25,2691.00,17192.00,161.90,370.00,503.25,25280.00,859.70,1547.00
2/1/2015,1309.40,49.76,1.42,2734.00,16513.00,136.75,384.50,512.00,27160.00,872.30,1651.00
3/1/2015,1272.20,47.60,1.46,2640.00,16581.00,132.90,376.25,512.88,27470.00,833.00,1469.00
4/1/2015,1273.00,59.63,1.39,2751.00,16124.00,136.55,362.50,475.38,28860.00,861.50,1453.00
5/1/2015,1280.70,60.30,1.12,2642.00,16684.00,126.15,351.50,477.88,27600.00,868.10,1686.00
6/1/2015,1270.80,59.47,1.17,2832.00,15551.00,130.65,414.00,616.63,26230.00,817.90,1645.00
7/1/2015,1183.10,47.12,1.02,2716.00,14746.00,125.25,371.00,498.13,23680.00,782.00,1341.00
8/1/2015,1216.90,49.20,1.00,2689.00,14577.00,120.55,363.75,485.38,23380.00,829.20,1465.00
9/1/2015,1183.60,45.09,0.94,2524.00,14513.00,121.35,387.75,512.25,23450.00,794.20,1413.00
10/1/2015,1195.20,46.59,0.90,2321.00,15566.00,120.95,382.25,522.13,23130.00,900.20,1549.00
11/1/2015,1123.90,41.65,0.94,2235.00,14050.00,116.90,365.00,475.63,20450.00,887.40,1570.00
12/1/2015,1121.00,37.04,0.92,2337.00,13775.00,126.70,358.75,469.38,21260.00,830.30,1520.00
1/1/2016,1161.90,33.62,0.91,2298.00,14229.00,116.35,372.00,479.38,20640.00,805.30,1515.00
2/1/2016,1273.30,33.75,0.84,1711.00,14896.00,112.65,353.50,452.88,21280.00,767.90,1438.00
3/1/2016,1280.90,38.34,0.80,1959.00,15460.00,127.45,351.50,474.50,21820.00,745.90,1440.00
4/1/2016,1341.40,45.92,0.79,2178.00,17789.00,120.85,390.25,489.25,23185.00,699.40,1626.00
5/1/2016,1269.30,49.10,0.83,2288.00,15972.00,121.55,404.75,463.75,21465.00,708.60,1761.00
6/1/2016,1375.00,48.33,0.80,2924.00,18582.00,144.10,358.75,448.00,22430.00,685.70,1465.00
7/1/2016,1415.70,41.60,0.79,2876.00,20312.00,146.20,334.50,407.25,22725.00,654.60,1651.00
8/1/2016,1367.90,44.70,0.75,2887.00,18622.00,145.90,301.50,387.50,21285.00,636.80,1493.00
9/1/2016,1370.40,48.24,0.69,2906.00,19139.00,151.55,336.75,401.75,22595.00,599.30,1991.00
10/1/2016,1333.70,46.86,0.77,3026.00,17762.00,164.15,354.75,415.25,22525.00,632.40,1960.00
11/1/2016,1238.40,49.44,1.07,3352.00,16406.00,147.50,336.75,403.00,26425.00,672.50,2034.00
12/1/2016,1234.50,53.72,0.93,3724.00,15936.00,137.05,352.00,407.75,25280.00,658.90,2409.00
1/1/2017,1291.80,52.81,0.87,3117.00,17512.00,149.55,359.75,421.00,27725.00,594.40,2021.00
2/1/2017,1334.30,54.01,0.76,2774.00,18420.00,140.70,366.75,443.75,27740.00,581.90,1703.00
3/1/2017,1329.80,50.60,0.75,3190.00,18235.00,139.30,364.25,425.75,27400.00,571.80,1905.00
4/1/2017,1347.10,49.33,0.81,3276.00,17191.00,131.05,358.00,432.62,26790.00,556.50,2191.00
5/1/2017,1348.50,48.32,0.76,3071.00,17368.00,129.35,372.00,429.50,26545.00,565.80,2002.00
6/1/2017,1314.00,46.04,0.69,3035.00,16568.00,124.05,370.50,525.75,27660.00,524.60,1787.00
7/1/2017,1340.70,50.17,0.68,2794.00,16750.00,139.25,370.75,474.25,29740.00,531.30,1647.00
8/1/2017,1388.50,47.23,0.64,3040.00,17480.00,128.15,342.25,435.50,31615.00,545.90,1598.00
9/1/2017,1357.60,51.67,0.69,3007.00,16607.00,128.05,355.25,448.25,30355.00,532.50,1510.00
10/1/2017,1347.70,54.38,0.67,2896.00,16645.00,125.10,345.75,418.50,31770.00,518.70,1494.00
11/1/2017,1357.30,57.40,0.57,3025.00,16382.00,126.30,341.75,434.38,31270.00,487.90,1450.00
12/1/2017,1391.90,60.42,0.53,2953.00,17060.00,126.20,350.75,427.50,33825.00,448.20,1344.00
1/1/2018,1439.40,64.73,0.55,2995.00,17204.00,121.85,361.50,451.50,33050.00,485.00,1310.00
2/1/2018,1419.20,61.64,0.55,2667.00,16324.00,121.05,374.50,492.50,32460.00,449.30,1339.00
3/1/2018,1426.00,64.94,0.61,2733.00,16223.00,118.15,387.75,451.75,31520.00,412.50,1018.00
4/1/2018,1419.10,68.57,0.67,2763.00,16312.00,120.65,392.50,511.25,32000.00,424.30,1077.00
5/1/2018,1395.00,67.04,0.77,2952.00,16402.00,123.70,394.00,524.75,31930.00,443.00,949.00
6/1/2018,1343.70,74.15,0.70,2924.00,16104.00,111.50,350.25,502.00,30730.00,474.40,957.00
7/1/2018,1309.80,68.76,0.72,2782.00,15500.00,109.90,372.25,554.50,29550.00,553.60,964.00
8/1/2018,1277.70,69.80,0.77,2916.00,14438.00,98.10,351.00,546.50,27785.00,603.10,938.00
9/1/2018,1268.70,73.25,0.75,3008.00,14623.00,102.45,356.25,510.50,28790.00,595.00,987.00
10/1/2018,1288.20,65.31,0.70,3261.00,14229.00,112.70,363.25,501.25,27500.00,541.00,1086.00
11/1/2018,1292.70,50.93,0.71,4612.00,14094.00,103.25,366.50,515.50,28185.00,610.00,1137.00
12/1/2018,1347.10,45.41,0.76,2940.00,15433.00,101.85,375.00,503.00,26740.00,601.10,1020.00
1/1/2019,1384.00,53.79,0.89,2814.00,16022.00,105.90,376.50,516.50,28335.00,608.10,758.00
2/1/2019,1375.30,57.22,0.76,2812.00,15538.00,95.20,362.00,458.75,29800.00,605.90,704.00
3/1/2019,1350.40,60.14,0.76,2662.00,15295.00,94.50,356.50,458.50,29740.00,578.10,755.00
4/1/2019,1340.40,63.91,0.77,2575.00,15756.00,91.85,353.25,429.00,29710.00,578.80,797.00
5/1/2019,1353.60,53.50,0.76,2454.00,15259.00,104.60,427.00,504.88,26885.00,586.70,745.00
6/1/2019,1450.30,58.47,0.67,2308.00,15888.00,108.25,420.25,526.00,27700.00,579.60,825.00
7/1/2019,1470.00,58.58,0.67,2233.00,16999.00,99.65,400.25,486.50,27305.00,565.50,820.00
8/1/2019,1560.40,55.10,0.63,2285.00,18823.00,93.60,358.00,461.38,26040.00,539.40,842.00
9/1/2019,1506.00,54.07,0.59,2330.00,17529.00,101.15,388.00,495.50,26310.00,498.70,747.00
10/1/2019,1547.70,54.18,0.69,2633.00,18645.00,101.95,390.00,508.75,26790.00,496.40,800.00
11/1/2019,1500.80,55.17,0.76,2281.00,17572.00,118.55,371.25,542.12,27020.00,471.70,753.00
12/1/2019,1555.20,61.06,0.74,2189.00,18350.00,129.70,387.75,559.38,28305.00,455.00,795.00
1/1/2020,1614.10,51.56,0.68,1841.00,18418.00,102.65,381.25,553.38,25550.00,430.20,837.00
2/1/2020,1587.00,44.76,0.64,1684.00,16753.00,110.10,366.50,525.25,25680.00,418.80,899.00
3/1/2020,1598.60,20.48,0.58,1640.00,14305.00,119.55,340.75,567.75,22540.00,401.20,913.00
4/1/2020,1706.30,18.84,0.63,1949.00,15238.00,104.65,311.50,523.50,23740.00,390.90,1065.00
5/1/2020,1770.30,35.49,0.60,1849.00,18752.00,96.30,325.75,521.62,24675.00,350.40,986.00
6/1/2020,1827.50,39.27,0.54,1751.00,18947.00,100.05,338.50,490.75,27545.00,343.30,1075.00
7/1/2020,1995.60,40.27,0.52,1799.00,24712.00,118.95,316.00,531.00,29045.00,352.50,1114.00
8/1/2020,1986.50,42.61,0.44,2630.00,28756.00,129.80,348.50,546.50,30765.00,364.90,984.00
